-32.0,-50.0,-40.0
-14.0,-84.0,-2.0
36.0,26.0,-12.0
40.0,-80.0,4.0
42.0,-34.0,24.0
14.0,52.0,-6.0
-8.0,52.0,6.0
-42.0,4.0,49.0
-2.0,8.0,54.0
-36.0,-62.0,56.0
0.0,-8.0,58.0
0.0,12.0,46.0
0.0,-72.0,54.0
-32.0,-48.0,-38.0
-14.0,-80.0,-4.0
24.0,-52.0,-38.0
-12.0,50.0,10.0
38.0,-84.0,0.0
10.0,52.0,-10.0
-16.0,-80.0,-8.0
-14.0,46.0,2.0
6.0,-62.0,18.0
6.0,54.0,-14.0
28.0,24.0,-22.0
36.0,-90.0,-4.0
36.0,-90.0,-4.0
28.0,-50.0,-46.0
